PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked_Q,Embarked_S,family_group_large,family_group_small,age_group_Child,age_group_Infant,age_group_Middle Age,age_group_Old,age_group_Teenager,age_group_Young Adult,age_group_toddler,Fare_Group_Very Low
382,1,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1
383,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
384,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
385,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
386,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
387,0,3,1,5,2,0,1,1,0,0,1,0,0,0,0,0,1
388,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
389,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
390,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
391,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1
392,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
393,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1
394,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
395,1,3,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1
396,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
397,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
398,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
399,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
400,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
401,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
402,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
403,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
404,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
405,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
406,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
407,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
408,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
409,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
410,0,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1
411,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
412,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
413,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
414,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
415,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
416,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
417,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
418,1,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1
419,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
420,0,3,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1
421,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
423,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
424,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
425,0,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
426,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
427,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
428,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
429,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
430,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
431,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
432,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
433,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
434,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
435,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
436,1,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1
437,0,3,0,2,2,0,1,1,0,0,0,0,0,0,1,0,1
438,1,2,0,2,3,0,1,1,0,0,0,0,0,0,1,0,1
439,0,1,1,1,4,0,1,1,0,0,0,0,1,0,0,0,1
440,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
441,1,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
442,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
443,0,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
444,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
445,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
446,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1
447,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
448,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
449,1,3,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1
450,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
451,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1
452,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
455,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
456,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
458,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
459,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
460,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
461,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
462,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
463,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
464,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
465,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
466,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
467,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
468,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
469,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
470,1,3,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1
471,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
472,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
473,1,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
474,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
475,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
476,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
477,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
478,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
479,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
480,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
481,0,3,1,5,2,0,1,1,0,1,0,0,0,0,0,0,1
482,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
483,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
484,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
485,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
486,0,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1
487,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
488,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
489,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
490,1,3,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
491,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
492,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
493,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
494,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
495,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
496,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
497,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
498,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
499,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1
500,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
501,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
502,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
503,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
504,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
505,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
506,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
507,1,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
508,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
509,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
510,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
511,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
512,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
513,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
514,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
515,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
516,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
517,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
518,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
519,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
520,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
521,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
522,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
523,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
525,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
527,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
528,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
529,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
530,0,2,1,2,1,0,1,0,1,0,0,0,0,0,1,0,1
531,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
532,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
533,0,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
534,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
535,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
536,1,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1
537,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
538,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
539,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
540,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1
541,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
542,0,3,0,4,2,0,1,1,0,1,0,0,0,0,0,0,1
543,0,3,0,4,2,0,1,1,0,1,0,0,0,0,0,0,1
544,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
545,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
546,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
547,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
548,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
550,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
551,1,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1
552,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
553,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
554,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
555,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
556,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
557,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
558,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
559,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
560,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
561,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
562,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
563,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
564,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
565,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
566,0,3,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1
567,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
568,0,3,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1
569,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
570,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
571,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
572,1,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1
573,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
574,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
575,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
576,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
577,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
578,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
579,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
580,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
581,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
582,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
583,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
584,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,1,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1
587,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
588,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
589,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
590,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
591,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
592,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
593,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
594,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1
595,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
596,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
597,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
598,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
599,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
601,1,2,0,2,1,0,1,0,1,0,0,0,0,0,1,0,1
602,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
603,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
604,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
605,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
606,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
607,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
608,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
609,1,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1
610,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
611,0,3,0,1,5,0,1,1,0,0,0,0,0,0,0,0,1
612,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
613,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
614,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
615,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
616,1,2,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1
617,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
618,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
619,1,2,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1
620,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
621,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
622,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
623,1,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1
624,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
625,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
626,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
627,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
628,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
629,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
630,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
631,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
632,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
633,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
634,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
635,0,3,0,3,2,0,1,1,0,1,0,0,0,0,0,0,1
636,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
637,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
638,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
639,0,3,0,0,5,0,1,1,0,0,0,1,0,0,0,0,1
640,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
641,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
643,0,3,0,3,2,0,1,1,0,0,0,0,0,0,0,1,1
644,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
645,1,3,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1
646,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
647,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
648,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
649,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
650,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
651,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
652,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
653,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
654,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
655,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
656,0,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1
657,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
658,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
659,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
660,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1
661,1,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1
662,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
664,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
665,1,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
666,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1
667,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
668,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
669,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
670,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
671,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
672,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
673,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
674,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
675,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
676,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
677,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
678,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
679,0,3,0,1,6,0,1,1,0,0,0,1,0,0,0,0,1
680,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
681,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
682,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
683,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
684,0,3,1,5,2,0,1,1,0,1,0,0,0,0,0,0,1
685,0,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
686,0,2,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1
687,0,3,1,4,1,0,1,1,0,1,0,0,0,0,0,0,1
688,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
689,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
690,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
691,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
692,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
693,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
694,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
695,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
696,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
697,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
698,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
699,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
700,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
701,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
702,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
703,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
704,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
705,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
706,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
707,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
708,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
709,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
710,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
711,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
712,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
713,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
714,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
715,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
716,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
718,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
719,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
720,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
721,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
722,0,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
723,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
724,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
725,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
726,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
727,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1
728,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
729,0,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
730,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
731,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
732,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
733,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
734,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
735,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
736,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
737,0,3,0,1,3,0,1,1,0,0,0,1,0,0,0,0,1
738,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
740,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
741,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
742,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
743,1,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,1
744,0,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
745,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
746,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
747,0,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
748,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
749,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
750,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
751,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
752,1,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
753,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
754,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
755,1,2,0,1,2,0,1,0,1,0,0,1,0,0,0,0,1
756,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
757,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
758,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
759,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
760,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
761,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
762,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
763,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
764,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
765,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
766,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
